Utgiftsområde;Utgiftsområdesnamn;Anslag;Anslagsnamn;År;Ingående överföringsbelopp;Statens budget;Ändringsbudgetar;Indragningar;Utnyttjad del av medgivet överskridande;Utfall;Anslagskredit;Utgående överföringsbelopp;Utgiftsområde utfallsår;Utgiftsområdesnamn utfallsår;Anslag utfallsår;Anslagsnamn utfallsår
23;Areella näringar, landsbygd och livsmedel;234502 2004;Informationssatsning om samerna;2008;0,02292587;;;;;0,022;0;0,00092587;23;Jord- och skogsbruk, fiske med anslutande näringar;234502 2004;Informationssatsning om samerna
24;Näringsliv;2401001;Verket för innovationssystem;2008;1,75091372;135,322;;;;139,93605753;4,06;-2,86314381;24;Näringsliv;242601;Verket för innovationssystem: Förvaltningskostnader
24;Näringsliv;2401002;Verket för innovationssystem: Forskning och utveckling;2008;-28,58942181;1809,966;;;;1783,14496237;54,299;-1,76838418;24;Näringsliv;242602;Verket för innovationssystem: Forskning och utveckling
24;Näringsliv;2401004 2009;Verket för Näringslivsutveckling: Förvaltningskostnader;2008;-3,53115203;334,323;12,85;;;339,22999406;20;4,41185391;24;Näringsliv;243801;Verket för Näringslivsutveckling: Förvaltningskostnader
24;Näringsliv;2401005;Näringslivsutveckling;2008;145,07089021;579,146;3000;-2,700155;;3562,06971739;17,374;159,44701782;24;Näringsliv;243802;Näringslivsutveckling m.m.
24;Näringsliv;2401006 2009;Institutet för tillväxtpolitiska studier: Förvaltningskostnader;2008;0,10166184;77,308;;;;75,86959118;2,319;1,54007066;24;Näringsliv;243803;Institutet för tillväxtpolitiska studier: Förvaltningskostnader
24;Näringsliv;2401007;Turismfrämjande;2008;;99,763;;;;99,763;0;0;24;Näringsliv;243804;Turistfrämjande
24;Näringsliv;2401008;Sveriges geologiska undersökning;2008;5,5195924;170,946;;-0,4312324;;173,91040929;5,128;2,12395071;24;Näringsliv;243805;Sveriges geologiska undersökning: Geologisk undersökningsverksamhet m.m.
24;Näringsliv;2401009;Geovetenskaplig forskning;2008;;5,364;;;;5,364;0,161;0;24;Näringsliv;243806;Sveriges geologiska undersökning: Geovetenskaplig forskning
24;Näringsliv;2401010;Miljösäkring av oljelagringsanläggningar;2008;-0,06279452;11,868;;;;12,50049267;1,187;-0,69528719;24;Näringsliv;243807;Sveriges geologiska undersökning: Miljösäkring av oljelagringsanläggningar, m.m.
24;Näringsliv;2401011;Bolagsverket;2008;0,91666324;7,952;;-0,67810324;;7,5068129;0,398;0,6837471;24;Näringsliv;243809;Bolagsverket: Finansiering av likvidatorer
24;Näringsliv;2401011 2016;Patentbesvärsrätten;2008;-0,00992014;15,666;;;;15,41590964;0,47;0,24017022;24;Näringsliv;243808;Patentbesvärsrätten
24;Näringsliv;2401012;Bidrag till Kungl. Ingenjörsvetenskapsakademien;2008;;5,327;;;;5,327;0;0;24;Näringsliv;243813;Bidrag till Ingenjörsvetenskapsakademien
24;Näringsliv;2401013;Konkurrensverket;2008;1,96788736;98,151;2;;;100,84051005;2,945;1,27837731;24;Näringsliv;243814;Konkurrensverket
24;Näringsliv;2401013 2016;Bidrag till terminologisk verksamhet;2008;;42,357;;;;42,357;0;0;24;Näringsliv;243810;Bidrag till FoU inom experimentell teknik m.m.
24;Näringsliv;2401014;Konkurrensforskning;2008;0,12804038;6,773;;;;6,73971883;0,203;0,16132155;24;Näringsliv;243815;Konkurrensforskning
24;Näringsliv;2401015;Upprustning och drift av Göta kanal;2008;;14,91;;;;14,91;0;0;24;Näringsliv;243816;Medel till AB Göta kanalbolag för upprustning och drift av kanalen
24;Näringsliv;2401015 2011;Rymdverksamhet;2008;1,7284768;616,382;;;;596,26102335;18,491;21,84945345;24;Näringsliv;243812;Rymdverksamhet
24;Näringsliv;2401016;Omstrukturering och genomlysning av statligt ägda företag;2008;61,84042687;129,85;;;;116,55876801;3,896;75,13165886;24;Näringsliv;243817;Kostnader för omstrukturering och genomlysning av statligt ägda företag m.m.
24;Näringsliv;2401017;Kapitalinsatser i statligt ägda företag;2008;1;1;5000;-1;;5000;0;1;24;Näringsliv;243818;Kapitalinsatser i statliga bolag
24;Näringsliv;2401018;Avgifter till vissa internationella organisationer;2008;0,27358324;5,78;;-0,10018324;;3,98395366;0,173;1,96944634;24;Näringsliv;243819;Avgifter till vissa internationella organisationer
24;Näringsliv;2401019;Finansiering av rättegångskostnader;2008;0,745126;20;;;;3,589803;2;17,155323;24;Näringsliv;243820;Finansiering av rättegångskostnader
24;Näringsliv;2401024 2010;Utvecklingsprogram för ökad konkurrenskraft;2008;31,63445701;199;-0,75;;;207,94813823;0;21,93631878;24;Näringsliv;243821;Utvecklingsprogram för ökad konkurrenskraft
24;Näringsliv;2402001;Styrelsen för ackreditering och teknisk kontroll: Myndighetsverksamhet;2008;0,099185;20,71;;;;20,339503;0,621;0,469682;24;Näringsliv;243901;Styrelsen för ackreditering och teknisk kontroll: Myndighetsverksamhet
24;Näringsliv;2402002;Kommerskollegium;2008;-0,33360576;67,121;4;;;65,65080038;2,014;5,13659386;24;Näringsliv;243902;Kommerskollegium
24;Näringsliv;2402003;Exportfrämjande verksamhet;2008;19,89199139;248,836;;-1,06491139;;235,66201022;0;32,00106978;24;Näringsliv;243903;Exportfrämjande verksamhet
24;Näringsliv;2402004;Investeringsfrämjande;2008;3,75442409;56,264;;;;58,31939797;1,688;1,69902612;24;Näringsliv;243904;Investeringsfrämjande
24;Näringsliv;2402005;Avgifter till internationella handelsorganisationer;2008;0,44092768;15,417;;;;15,70599148;0,463;0,1519362;24;Näringsliv;243905;Avgifter till internationella handelsorganisationer
24;Näringsliv;2402006;Bidrag till standardiseringen;2008;;29,793;;;;29,793;0;0;24;Näringsliv;243906;Bidrag till standardiseringen
25;Allmänna bidrag till kommuner;2501001;Kommunalekonomisk utjämning;2008;-0,00247;62497,991;;;;62497,991;20;-0,00247;25;Allmänna bidrag till kommuner;254801;Kommunalekonomisk utjämning
25;Allmänna bidrag till kommuner;2501002;Utjämningsbidrag för LSS-kostnader;2008;0,921458;2013,47;245,594;;;2259,063407;100;0,922051;25;Allmänna bidrag till kommuner;254802;Statligt utjämningsbidrag för LSS-kostnader
25;Allmänna bidrag till kommuner;2501003;Bidrag till kommunalekonomiska organisationer;2008;;8,05;;;;8,05;0;0;25;Allmänna bidrag till kommuner;254803;Bidrag till organisationer inom det kommunalekonomiska området
25;Allmänna bidrag till kommuner;254802 2006;Bidrag till särskilda insatser i vissa kommuner och landsting;2008;93,66684299;;;-83,9;;4,80066277;0;4,96618022;25;Allmänna bidrag till kommuner;254802 2006;Bidrag till särskilda insatser i vissa kommuner och landsting
26;Statsskuldsräntor m.m.;2601001;Räntor på statsskulden;2008;-4300;40587;6413;;;33126,31626991;4058,7;9573,68373009;26;Statsskuldsräntor m.m.;269201;Räntor på statsskulden
26;Statsskuldsräntor m.m.;2601002;Oförutsedda utgifter;2008;1,9291995;10;-1;;;10,8103736;0,3;0,1188259;26;Statsskuldsräntor m.m.;269202;Oförutsedda utgifter
26;Statsskuldsräntor m.m.;2601003;Riksgäldskontorets provisionsutgifter;2008;74,14759364;160;;-74,14759364;;68,67528395;16;91,32471605;26;Statsskuldsräntor m.m.;269203;Riksgäldskontorets provisionskostnader i samband med upplåning och skuldförvaltning
26;Statsskuldsräntor m.m.;269204 2008;Garantier för vissa utländska instituts insättningar m.m.;2008;;;1;;;;0;1;26;Statsskuldsräntor m.m.;269204;Garantier för vissa utländska instituts insättningar m.m.
26;Statsskuldsräntor m.m.;269205 2008;Tillskott till stabilitetsfonden;2008;;;15000;;;15000;0;0;26;Statsskuldsräntor m.m.;269205;Tillskott till stabilitetsfonden
27;Avgiften till Europeiska unionen;2701001;Avgiften till Europeiska unionen;2008;2020,2315161;30121,94;;-2020,2315161;;31525,83010619;3012,194;-1403,89010619;27;Avgiften till Europeiska gemenskapen;279301;Avgiften till Europeiska gemenskapen
;Utgiftstak;;Utgiftstak;2009;;989000;;;;989000;;;;Utgiftstak;;Utgiftstak
;Marginal till utgiftstaket;;Marginal till utgiftstaket;2009;;35674,282;;;;24391,12492522;;;;Marginal till utgiftstaket;;Marginal till utgiftstaket
;Ålderspensionssystemet vid sidan av statens budget;;Ålderspensionssystemet vid sidan av statens budget;2009;;220749;;;;219801,703759;;;;Ålderspensionssystemet vid sidan av statsbudgeten;;Ålderspensionssystemet vid sidan av statsbudgeten
;Riksgäldskontorets nettoutlåning;;Riksgäldskontorets nettoutlåning;2009;;11036;;;;104673,530656;;;;Riksgäldskontorets nettoutlåning;;Riksgäldskontorets nettoutlåning
;Kassamässig korrigering;;Kassamässig korrigering;2009;;1392;;;;-270,03911392;;;;Kassamässig korrigering;;Kassamässig korrigering
;Förändring av anslagsbehållningar;;Förändring av anslagsbehållningar exkl. UO 26;2009;;-2370,977;;;;;;;;Förändring av anslagsbehållningar;;Förändring av anslagsbehållningar
01;Rikets styrelse;0101001;Kungliga hov- och slottsstaten;2009;0,91054798;112,121;5;;;101,99050551;3,364;16,04104247;01;Rikets styrelse;0101001;Kungliga hov- och slottsstaten
01;Rikets styrelse;0102001;Riksdagens ledamöter och partier m.m.;2009;40,62704977;818,128;;-40,62704977;;760,56411076;40,906;57,56388924;01;Rikets styrelse;0102001;Riksdagens ledamöter och partier m.m.
01;Rikets styrelse;0102002;Riksdagens förvaltningsanslag;2009;86,79813539;645,609;;-60,69113539;;636,47118265;19,368;35,24481735;01;Rikets styrelse;0102002;Riksdagens förvaltningsanslag
01;Rikets styrelse;0102004;Riksdagens ombudsmän (JO);2009;9,23207787;69,7;;-0,929;;69,16109985;2,091;8,84197802;01;Rikets styrelse;0102003;Riksdagens ombudsmän, justitieombudsmännen
01;Rikets styrelse;0102005;Riksrevisionen;2009;12,73732605;287,457;;-9,001;;286,82331384;8,624;4,37001221;02;Samhällsekonomi och finansförvaltning;0201015;Riksrevisionen
01;Rikets styrelse;0103001;Sametinget;2009;0,46594327;43,214;-5;-0,198;;34,64684779;1,296;3,83509548;01;Rikets styrelse;0103001;Sametinget
01;Rikets styrelse;0104001;Regeringskansliet m.m.;2009;292,43881476;6927,585;209,7;-45,125;;6841,78857083;207,828;542,81024393;01;Rikets styrelse;0104001;Regeringskansliet m.m.
01;Rikets styrelse;0105001;Länsstyrelserna m.m.;2009;24,89412594;2550,9;;-21,00447195;;2532,22940348;127,546;22,56025051;01;Rikets styrelse;0105001;Länsstyrelserna m.m.
01;Rikets styrelse;0106001;Allmänna val och demokrati;2009;1,85804649;207,09;;-1,85804649;;195,3402414;2,493;11,7497586;01;Rikets styrelse;0106001;Allmänna val och demokrati
01;Rikets styrelse;0106002;Justitiekanslern;2009;-0,86685219;24,163;2;-0,493;;26,79974722;2,053;-1,99659941;01;Rikets styrelse;0106002;Justitiekanslern
01;Rikets styrelse;0106003;Integritetsskyddsmyndigheten;2009;1,13247016;32,733;;-0,48985016;;33,30701772;0,982;0,06860228;01;Rikets styrelse;0106003;Datainspektionen
01;Rikets styrelse;0106004;Valmyndigheten;2009;0,36451963;14,389;;-0,048;;13,338962;0,432;1,36655763;01;Rikets styrelse;0106005;Valmyndigheten
01;Rikets styrelse;0106004 2017;Svensk författningssamling;2009;0,0938745;0,845;;;;0,9615302;0,042;-0,0226557;01;Rikets styrelse;0106004;Svensk författningssamling
01;Rikets styrelse;0106005;Stöd till politiska partier;2009;3,420998;170,2;;-3,420998;;165,0096;5,106;5,1904;01;Rikets styrelse;0106006;Stöd till politiska partier
01;Rikets styrelse;0107001;Åtgärder för nationella minoriteter;2009;0,03257707;14,437;;-0,03257707;;14,22394937;0;0,21305063;01;Rikets styrelse;0107001;Åtgärder för nationella minoriteter
01;Rikets styrelse;0108001;Mediestöd;2009;81,285307;567,119;;-64,271737;;550,946025;17,014;33,186545;01;Rikets styrelse;0108002;Presstöd
01;Rikets styrelse;0108001 2015;Presstödsnämnden;2009;0,184261;6,583;;-0,18;;6,27983762;0,197;0,30742338;01;Rikets styrelse;0108001;Presstödsnämnden och Taltidningsnämnden
01;Rikets styrelse;0108003 2010;Stöd till radio- och kassettidningar;2009;14,33718863;123,456;;-10,57350863;;127,00047346;3,704;0,21920654;01;Rikets styrelse;0108003;Stöd till radio- och kassettidningar
01;Rikets styrelse;0108004 2010;Radio- och TV-verket;2009;0,31820859;14,991;-1,2;-0,126;;13,12462108;0,45;0,85858751;01;Rikets styrelse;0108004;Radio- och TV-verket
01;Rikets styrelse;0108005 2010;Granskningsnämnden för radio och TV;2009;1,10633307;11,275;;-0,90108307;;10,62764622;0,338;0,85260378;01;Rikets styrelse;0108005;Granskningsnämnden för radio och TV
01;Rikets styrelse;0109001;Svenska institutet för europapolitiska studier samt EU-information;2009;0,9163618;18,381;;-1,245;;18,02516228;0,401;0,02719952;01;Rikets styrelse;0109001;Svenska institutet för europapolitiska studier samt EU-information
02;Samhällsekonomi och finansförvaltning;0201001;Statskontoret;2009;-0,09654043;93,586;-5;-1,79705987;;81,27743862;2,808;5,41496108;02;Samhällsekonomi och finansförvaltning;0201001;Statskontoret
02;Samhällsekonomi och finansförvaltning;0201002;Kammarkollegiet;2009;0,80759234;55,751;-1,8;-0,505;;46,88004491;1,673;7,37354743;02;Samhällsekonomi och finansförvaltning;0201002;Kammarkollegiet
02;Samhällsekonomi och finansförvaltning;0201003 2010;Avveckling av Verket för förvaltningsutveckling;2009;2,94411309;11,515;25,927;;0;37,68114284;0,345;2,70497025;02;Samhällsekonomi och finansförvaltning;0201003;Avveckling av Verket för förvaltningsutveckling m.m.
02;Samhällsekonomi och finansförvaltning;0201004;Arbetsgivarpolitiska frågor;2009;0,6895576;9,553;3,5;-0,6162676;;12,7872424;0,266;0,3390476;02;Samhällsekonomi och finansförvaltning;0201004;Arbetsgivarpolitiska frågor
02;Samhällsekonomi och finansförvaltning;0201005;Statliga tjänstepensioner m.m.;2009;73,12590744;9936;;-77,27577744;;9992,48168881;993,6;-60,63155881;02;Samhällsekonomi och finansförvaltning;0201005;Statliga tjänstepensioner m.m.
02;Samhällsekonomi och finansförvaltning;0201006;Finanspolitiska rådet;2009;0,80700746;7,07;;-0,043;;6,57218816;0,212;1,2618193;02;Samhällsekonomi och finansförvaltning;0201006;Finanspolitiska rådet
02;Samhällsekonomi och finansförvaltning;0201007;Konjunkturinstitutet;2009;1,43734657;50,718;;;;50,67094957;1,522;1,484397;02;Samhällsekonomi och finansförvaltning;0201007;Konjunkturinstitutet
02;Samhällsekonomi och finansförvaltning;0201008;Ekonomistyrningsverket;2009;5,43211476;121,286;;-2,71166476;;116,64155401;3,639;7,36489599;02;Samhällsekonomi och finansförvaltning;0201008;Ekonomistyrningsverket
02;Samhällsekonomi och finansförvaltning;0201009;Statistiska centralbyrån;2009;4,1471986;482,985;10,3;;;501,01416574;14,49;-3,58196714;02;Samhällsekonomi och finansförvaltning;0201009;Statistiska centralbyrån
02;Samhällsekonomi och finansförvaltning;0201010;Bidragsfastigheter;2009;1,4063008;310;;;;304,12669133;15,5;7,27960947;02;Samhällsekonomi och finansförvaltning;0201010;Bidragsfastigheter
02;Samhällsekonomi och finansförvaltning;0201011;Finansinspektionen;2009;-3,26312336;227,774;25;;;237,96481786;12,5;11,54605878;02;Samhällsekonomi och finansförvaltning;0201011;Finansinspektionen
02;Samhällsekonomi och finansförvaltning;0201012;Riksgäldskontoret;2009;19,80035155;296,078;;;;259,58705179;8,882;56,29129976;02;Samhällsekonomi och finansförvaltning;0201012;Riksgäldskontoret
02;Samhällsekonomi och finansförvaltning;0201013;Bokföringsnämnden;2009;0,37091273;8,405;;-0,073;;8,64028227;0,252;0,06263046;02;Samhällsekonomi och finansförvaltning;0201013;Bokföringsnämnden
02;Samhällsekonomi och finansförvaltning;0201014;Vissa garanti- och medlemsavgifter;2009;0,5857781;1,8;;;;2,06288723;0,078;0,32289087;02;Samhällsekonomi och finansförvaltning;0201014;Vissa garanti- och medlemsavgifter
02;Samhällsekonomi och finansförvaltning;020104 2008;Täckning av merkostnader för lokaler;2009;3,98523523;;;;;3,98523523;0;0;02;Samhällsekonomi och finansförvaltning;020104 2008;Täckning av merkostnader för lokaler
02;Samhällsekonomi och finansförvaltning;020106 2003;Folk- och bostadsstatistik;2009;131,8610212;;;;;56,76754136;0;75,09347984;02;Samhällsekonomi och finansförvaltning;020106 2003;Folk- och bostadsstatistik
02;Samhällsekonomi och finansförvaltning;020109 2007;Ekonomiska rådet;2009;0,26207304;;;;;;0;0,26207304;02;Samhällsekonomi och finansförvaltning;020109 2007;Ekonomiska rådet
02;Samhällsekonomi och finansförvaltning;020111 2008;E-legitimationer;2009;10,5852835;;;-10,1972835;;-0,31995055;0;0,70795055;02;Samhällsekonomi och finansförvaltning;020111 2008;E-legitimationer
02;Samhällsekonomi och finansförvaltning;020202 2007;Insättningsgarantinämnden;2009;3;;;;;;0;3;02;Samhällsekonomi och finansförvaltning;020202 2007;Insättningsgarantinämnden
03;Skatt, tull och exekution;0301001;Skatteverket;2009;-167,17855919;6306,583;36;-88,537;;6326,3940241;441,46;-239,52658329;03;Skatt, tull och exekution;0301001;Skatteverket
03;Skatt, tull och exekution;0301002;Tullverket;2009;107,3904516;1535,174;;-117,1410016;;1478,13154753;46,055;47,29190247;03;Skatt, tull och exekution;0301003;Tullverket
03;Skatt, tull och exekution;0301003;Kronofogdemyndigheten;2009;-63,06789792;1617,748;15;-45,578;;1629,79575457;113,242;-105,69365249;03;Skatt, tull och exekution;0301002;Kronofogdemyndigheten
04;Rättsväsendet;0401001;Polismyndigheten;2009;65,53998005;17493,125;930;-342,83175;;17967,10667841;552,442;178,72655164;04;Rättsväsendet;0401001;Polisorganisationen
04;Rättsväsendet;0401002;Säkerhetspolisen;2009;-1,34189663;916,292;;-18,68;;899,38898514;27,489;-3,11888177;04;Rättsväsendet;0401002;Säkerhetspolisen
04;Rättsväsendet;0401003;Åklagarmyndigheten;2009;17,91612948;1054,152;20;-7,116;;1053,13946971;31,625;31,81265977;04;Rättsväsendet;0401003;Åklagarmyndigheten
04;Rättsväsendet;0401004;Ekobrottsmyndigheten;2009;-3,68473344;396,185;10;-1,767;;390,37609628;11,886;10,35717028;04;Rättsväsendet;0401004;Ekobrottsmyndigheten
